"Source","Target","Type","Weight","RelationType","Confidence","SourceKind","Notes"
"lartirigoyen","elytron-biotech","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"losa-group","st-mm","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"managro","tomorrow-foods","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"nxtp-labs","Auth0","Undirected","2","funded_by","medium","ecosystem_seed","reference_visual|Seen in reference image cluster"
"nxtp-labs","Satellogic","Undirected","2","funded_by","medium","ecosystem_seed","reference_visual|Seen in reference image cluster"
"ospraie","Beeflow","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"other-angels","michroma","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"other-small-investors","st-mm","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"other-small-investors","tomorrow-foods","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"paul-mcewan","caspr-biotech","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"peruanos","zev-biotech","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"photon-fund","caspr-biotech","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"SF500","beam-croptech","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Bioeutectics","Undirected","2","funded_by","high","ecosystem_seed","reference_and_capital_graph|Capital relation seen in current graph stack"
"SF500","BioMetallum","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Biotalife","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","dharma-bioscience","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","eir","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","eiru","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"SF500","Eureka","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Exomas","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Gameet","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","INMET","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Libera","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","limay-biosciences","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","M4Life","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Mesenchyal-T","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","multiplai-health","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","mycorium-biotech","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","NotFossil","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Oncoliq","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","pill-ar","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","SoyGREEN","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Spectrum","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","TELL","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Tintte","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","trebe-biotech","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","UNIBAIO","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","zev-biotech","Undirected","2","funded_by","high","ecosystem_seed","reference_and_capital_graph|Capital relation seen in current graph stack"
"sillicon-catalyst","aplife-biotech","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv","Beeflow","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv","caspr-biotech","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv","microgenesis","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv","st-mm","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv-indiebio","BitMEX","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","Formlabs","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","neptune-robotics","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","NotCo","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","Opentrons","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","prolific-machines","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","Smartex","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","unSpun","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"sp-ventures","puna-bio","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-ganesha-lab","Aictive","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","amplify-dynamics","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Aquit","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","arcomedLab","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","bee-technology","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Bifidice","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Biogea","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","biome-resources","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","bleps-vision","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","botanical-solutions","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","CuperScience","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Delee","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","EcoAustralis","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","eywa-biotech","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Farmtastica","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","GlucoLib","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Innovai","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Luyef","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","metabix-biotech","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Nanotransfer","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Pannex","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","patagon-fiber","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","purple-dental","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Retidiag","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","risas-pendientes","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","SciPhage","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","smart-tissues","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Soleit","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","synergic-bio-solutions","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","TELL","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","tensor-care","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","the-earth-says","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","trears-biomarkers","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","UNIBAIO","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Vali","Undirected","2","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-yield-lab-latam","agree","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","agroforte","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","auravant","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","circular","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","courageous-land","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","eiwa","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","heartbest","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","tech","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"thrive","syocin-biotech","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"varana-capital","st-mm","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"vectr","Beeflow","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"vx-fund","st-mm","Undirected","2","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"conicet","Beeflow","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"conicet","michroma","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"conicet","puna-bio","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"conicet","st-mm","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"ial","Bioeutectics","Undirected","1.5","researched_at","low","ecosystem_seed","rich_graph_signal|Institutional relation inferred from historical signals"
"institut_pasteur_montevideo","onco-precision","Undirected","1.5","researched_at","low","ecosystem_seed","rich_graph_signal|Institutional relation inferred from historical signals"
"instituto-leloir","new-organs-biotech","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"instituto-leloir","vexxel-biotech","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"iquibicen","cell-farm","Undirected","1.5","researched_at","low","ecosystem_seed","rich_graph_signal|Institutional relation inferred from historical signals"
"unc","kresko-rnatech","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"unc","michroma","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-de-buenos-aires","cell-farm","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-de-buenos-aires","onco-precision","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-del-litoral","Bioeutectics","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-del-litoral","limay-biosciences","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-de-rosario","Beeflow","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-de-rosario","Feedvax","Undirected","1.5","researched_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"itba","st-mm","Undirected","1.5","studied_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"uncuyo","Kilimo","Undirected","1.5","studied_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-de-buenos-aires","caspr-biotech","Undirected","1.5","studied_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-de-buenos-aires","st-mm","Undirected","1.5","studied_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-de-la-plata","argenTAG","Undirected","1.5","studied_at","medium","ecosystem_seed","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
