"entity_id","canonical_name","source_file","source_kind","extraction_method","notes"
"universidad-nacional-de-asunci","Universidad Nacional de Asunci","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-c","Universidad Nacional de C","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-c","Universidad Nacional de C","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-cuyo-uncuyo","Universidad Nacional de Cuyo (UNCuyo","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-cuyo-uncuyo","Universidad Nacional de Cuyo (UNCuyo","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-la-matanza","Universidad Nacional de La Matanza","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-la-matanza","Universidad Nacional de La Matanza","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-la-plata","Universidad Nacional de La Plata","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-la-plata","Universidad Nacional de La Plata","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-la-plata","Universidad Nacional de La Plata","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Present in reference image"
"universidad-nacional-del-litoral","Universidad Nacional del Litoral","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-del-litoral","Universidad Nacional del Litoral","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-del-litoral","Universidad Nacional del Litoral","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Present in reference image and extracted graph strings"
"universidad-nacional-del-sur-uns","Universidad Nacional del Sur (UNS","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-del-sur-uns","Universidad Nacional del Sur (UNS","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-mar-del-plata","Universidad Nacional de Mar del Plata","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-mar-del-plata","Universidad Nacional de Mar del Plata","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-misiones-unam","Universidad Nacional de Misiones (UNaM","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-misiones-unam","Universidad Nacional de Misiones (UNaM","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-quilmes","Universidad Nacional de Quilmes","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-quilmes","Universidad Nacional de Quilmes","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-r","Universidad Nacional de R","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-r","Universidad Nacional de R","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-rosario","Universidad Nacional de Rosario","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-rosario","Universidad Nacional de Rosario","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-rosario","Universidad Nacional de Rosario","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Present in reference image and extracted graph strings"
"universidad-nacional-de-san-mart","Universidad Nacional de San Mart","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-san-mart","Universidad Nacional de San Mart","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-santiago-del-estero","Universidad Nacional de Santiago del Estero","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-santiago-del-estero","Universidad Nacional de Santiago del Estero","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-tucum","Universidad Nacional de Tucum","Ecosistema Startups Materiales Universidades Fondos Startups.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-nacional-de-tucum","Universidad Nacional de Tucum","Ecosistema Startups Materiales Universidades Fondos Startups.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"unleash-immuno-oncolytics","Unleash Immuno Oncolytics","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"unleash-immuno-oncolytics","Unleash Immuno Oncolytics","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"unSpun","unSpun","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"unSpun","unSpun","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"unt","Universidad Nacional de Tucumán","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Extracted from graph strings"
"untech","UnTech","canonical_entities.csv","canonical","canonical_base","graphml"
"untech","UnTech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"UpDairy","UpDairy","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"UpDairy","UpDairy","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Vali","Vali","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Vali","Vali","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"varana-capital","Varana Capital","canonical_entities.csv","canonical","canonical_base","graphml"
"varana-capital","Varana Capital","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"vectr","VECTR","canonical_entities.csv","canonical","canonical_base","graphml"
"vectr","VECTR","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"vexxel-biotech","Vexxel Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"vexxel-biotech","Vexxel Biotech","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"vexxel-biotech","Vexxel Biotech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"ViewMind","ViewMind","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"ViewMind","ViewMind","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Vmind","Vmind","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Vmind","Vmind","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"vx-fund","VX Fund","canonical_entities.csv","canonical","canonical_base","graphml"
"vx-fund","VX Fund","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"wayra-hispam","Wayra Hispam","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"wayra-hispam","Wayra Hispam","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"wayra-hispam","Wayra Hispam","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Extracted from graph strings"
"webee","Webee","canonical_entities.csv","canonical","canonical_base","graphml"
"webee","Webee","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"werk","Werk","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"werk-nvac","WerkénVac","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"werk-nvac","WerkénVac","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"wiagro","Wiagro","canonical_entities.csv","canonical","canonical_base","graphml"
"wiagro","Wiagro","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"wisy","Wisy","canonical_entities.csv","canonical","canonical_base","graphml"
"wisy","Wisy","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"y-combinator","Y Combinator","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"y-combinator","Y Combinator","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"y-combinator","Y Combinator","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Extracted from graph strings"
"zavia-bio","Zavia Bio","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"zavia-bio","Zavia Bio","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"zentynel","Zentynel","canonical_entities.csv","canonical","canonical_base","manual_external"
"zev-biotech","ZEV Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"zev-biotech","ZEV Biotech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"zipnova","Zipnova","canonical_entities.csv","canonical","canonical_base","graphml"
"zipnova","Zipnova","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"zoomagri","ZoomAgri","canonical_entities.csv","canonical","canonical_base","graphml"
"zoomagri","ZoomAgri","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
