"entity_id","canonical_name","source_file","source_kind","extraction_method","notes"
"Mesenchyal-T","Mesenchyal-T","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"metabix-biotech","Metabix Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"metabix-biotech","Metabix Biotech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"michroma","michroma","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"michroma","michroma","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales Universidades Fondos Startups.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"michroma","michroma","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"microgenesis","microgenesis","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"microgenesis","microgenesis","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"MicroIN","MicroIN","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"MicroIN","MicroIN","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Microterra","Microterra","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Microterra","Microterra","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Migma","Migma","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Migma","Migma","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"monte-caldera-technology","Monte Caldera Technology","canonical_entities.csv","canonical","canonical_base","graphml"
"monte-caldera-technology","Monte Caldera Technology","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"monte-caldera-technology","Monte Caldera Technology","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"monte-caldera-technology","Monte Caldera Technology","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"multiplai-health","MultiplAI Health","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"multiplai-health","MultiplAI Health","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"muta","MUTA","canonical_entities.csv","canonical","canonical_base","graphml"
"muta","MUTA","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"mycorium-biotech","Mycorium Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"mycorium-biotech","Mycorium Biotech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"MZP","MZP","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"MZP","MZP","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"nairotech","Nairotech","canonical_entities.csv","canonical","canonical_base","graphml"
"nairotech","Nairotech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"nanogrow-biotech","Nanogrow Biotech","canonical_entities.csv","canonical","canonical_base","graphml"
"nanogrow-biotech","Nanogrow Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"NanoInGreen","NanoInGreen","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"nano-jump-bio","Nano Jump Bio","canonical_entities.csv","canonical","canonical_base","graphml"
"nano-jump-bio","Nano Jump Bio","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"nanoprox","NanoproX","canonical_entities.csv","canonical","canonical_base","graphml"
"Nanotransfer","Nanotransfer","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Nat4Bio","Nat4Bio","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Nat4Bio","Nat4Bio","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Naturannova","Naturannova","canonical_entities.csv","canonical","canonical_base","graphml"
"Naturannova","Naturannova","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Naturannova","Naturannova","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Naturannova","Naturannova","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"neocell","Neocell","canonical_entities.csv","canonical","canonical_base","graphml"
"neocell","Neocell","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"neptune-robotics","Neptune Robotics","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"neptune-robotics","Neptune Robotics","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"new-organs-biotech","New Organs Biotech","canonical_entities.csv","canonical","canonical_base","graphml"
"new-organs-biotech","New Organs Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"new-organs-biotech","New Organs Biotech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"new-organs-biotech","New Organs Biotech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"ngc-partners","ngc Partners","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"ngc-partners","ngc Partners","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Nideport","Nideport","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Nideport","Nideport","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"NotCo","NotCo","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"NotCo","NotCo","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"NotFossil","NotFossil","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"NotFossil","NotFossil","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"novo-space","Novo Space","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"novo-space","Novo Space","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"nude","Nude","canonical_entities.csv","canonical","canonical_base","graphml"
"nude","Nude","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"nunatak-biotech","Nunatak Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"nunatak-biotech","Nunatak Biotech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"nxtp-labs","Nxtp Labs","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"nxtp-labs","Nxtp Labs","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"Oasys","Oasys","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Oasys","Oasys","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"ocular-bio-design","Ocular Bio Design","canonical_entities.csv","canonical","canonical_base","graphml"
"ocular-bio-design","Ocular Bio Design","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Oncoliq","Oncoliq","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Oncoliq","Oncoliq","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"onco-precision","Onco Precision","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"onco-precision","Onco Precision","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"onco-precision","Onco Precision","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"onco-precision","Onco Precision","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Oneinfinite","Oneinfinite","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Oneinfinite","Oneinfinite","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Opentrons","Opentrons","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Opentrons","Opentrons","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"open-water","Open Water","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"open-water","Open Water","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"ospraie","Ospraie","canonical_entities.csv","canonical","canonical_base","graphml"
"ospraie","Ospraie","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"other-angels","other angels","canonical_entities.csv","canonical","canonical_base","graphml"
"other-angels","other angels","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"other-small-investors","other small investors","canonical_entities.csv","canonical","canonical_base","graphml"
"other-small-investors","other small investors","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Outpost","Outpost","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Outpost","Outpost","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"pampa-start","Pampa Start","canonical_entities.csv","canonical","canonical_base","manual_external"
"Pannex","Pannex","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Pannex","Pannex","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"patagon-fiber","Patagon Fiber","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"patagon-fiber","Patagon Fiber","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"paul-mcewan","Paul McEwan","canonical_entities.csv","canonical","canonical_base","graphml"
"paul-mcewan","Paul McEwan","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Peek","Peek","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Peek","Peek","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"pepton","Pepton","canonical_entities.csv","canonical","canonical_base","graphml"
"pepton","Pepton","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"peruanos","Peruanos","canonical_entities.csv","canonical","canonical_base","graphml"
"peruanos","Peruanos","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"photon-fund","Photon Fund","canonical_entities.csv","canonical","canonical_base","graphml"
"photon-fund","Photon Fund","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"phylumtech","PhylumTech","canonical_entities.csv","canonical","canonical_base","graphml"
"phylumtech","PhylumTech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"pill-ar","Pill.AR","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"pill-ar","Pill.AR","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"plamic","Plamic","canonical_entities.csv","canonical","canonical_base","graphml"
"plamic","Plamic","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Polymera","Polymera","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Polymera","Polymera","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"po-s-bioenergy","PoÃ¡s Bioenergy","canonical_entities.csv","canonical","canonical_base","graphml"
"po-s-bioenergy","PoÃ¡s Bioenergy","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"positive-ventures","Positive Ventures","canonical_entities.csv","canonical","canonical_base","manual_external"
"pregen","PreGen","canonical_entities.csv","canonical","canonical_base","graphml"
"pregen","PreGen","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"prolific-machines","Prolific Machines","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"prolific-machines","Prolific Machines","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Protiva","Protiva","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Protiva","Protiva","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"puna-bio","Puna Bio","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"puna-bio","Puna Bio","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales Universidades Fondos Startups.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"puna-bio","Puna Bio","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"purple-dental","Purple Dental","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"purple-dental","Purple Dental","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Qnity","Qnity","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Qnity","Qnity","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"qumir","Qumir","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"qumir-nano","Qumir Nano","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"RadBio","RadBio","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"RadBio","RadBio","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Radial","Radial","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Radial","Radial","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"resistia","Resistia","canonical_entities.csv","canonical","canonical_base","graphml"
"resistia","Resistia","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Retidiag","Retidiag","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Retidiag","Retidiag","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"retrypay","Retrypay","canonical_entities.csv","canonical","canonical_base","graphml"
"retrypay","Retrypay","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"risas-pendientes","Risas Pendientes","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"risas-pendientes","Risas Pendientes","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"ruedata","Ruedata","canonical_entities.csv","canonical","canonical_base","graphml"
"ruedata","Ruedata","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Ruuts","Ruuts","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Ruuts","Ruuts","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"satellites-on-fire","Satellites On Fire","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"satellites-on-fire","Satellites On Fire","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Satellogic","Satellogic","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Satellogic","Satellogic","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"Satellogic","Satellogic","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"SciPhage","SciPhage","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"SciPhage","SciPhage","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"scitherm-therapeutics","Scitherm Therapeutics","canonical_entities.csv","canonical","canonical_base","graphml"
"scitherm-therapeutics","Scitherm Therapeutics","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"scitherm-therapeutics","Scitherm Therapeutics","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"scitherm-therapeutics","Scitherm Therapeutics","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"seedmatriz","SeedMatriz","canonical_entities.csv","canonical","canonical_base","graphml"
"seedmatriz","SeedMatriz","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Semion","Semion","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Semion","Semion","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Semtive","Semtive","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Semtive","Semtive","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"sensei","Sensei","canonical_entities.csv","canonical","canonical_base","graphml"
"sensei","Sensei","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"sensify","Sensify","canonical_entities.csv","canonical","canonical_base","graphml"
"sensify","Sensify","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"SF500","SF500","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"SF500","SF500","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"sillicon-catalyst","Sillicon Catalyst","canonical_entities.csv","canonical","canonical_base","graphml"
"sillicon-catalyst","Sillicon Catalyst","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"SiloReal","SiloReal","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"SiloReal","SiloReal","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"single-strand-biotech","Single Strand Biotech","canonical_entities.csv","canonical","canonical_base","graphml"
"single-strand-biotech","Single Strand Biotech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Skyloom","Skyloom","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Skyloom","Skyloom","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Smartex","Smartex","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Smartex","Smartex","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"smart-tissues","Smart Tissues","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"smart-tissues","Smart Tissues","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Soleit","Soleit","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Soleit","Soleit","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"solfium","Solfium","canonical_entities.csv","canonical","canonical_base","graphml"
"solfium","Solfium","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"sosv","SOSV","canonical_entities.csv","canonical","canonical_base","graphml"
"sosv","SOSV","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"sosv-indiebio","SOSV_IndieBio","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"SoyGREEN","SoyGREEN","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"SoyGREEN","SoyGREEN","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Spectrum","Spectrum","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Spectrum","Spectrum","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"SphereBio","SphereBio","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"SphereBio","SphereBio","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Splight","Splight","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Splight","Splight","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"sp-ventures","SP Ventures","canonical_entities.csv","canonical","canonical_base","graphml"
"sp-ventures","SP Ventures","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"starlight-ventures","Starlight Ventures","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"starlight-ventures","Starlight Ventures","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"st-mm","Stämm","canonical_entities.csv","canonical","canonical_base","graphml"
"st-mm","Stämm","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"st-mm","Stämm","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"st-mm","Stämm","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Stradot","Stradot","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Stradot","Stradot","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Sylvarum","Sylvarum","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Sylvarum","Sylvarum","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"synergic-bio-solutions","Synergic Bio Solutions","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"synergic-bio-solutions","Synergic Bio Solutions","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"synthetic-ocular-restoration","Synthetic Ocular Restoration","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"synthetic-ocular-restoration","Synthetic Ocular Restoration","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"syocin-biotech","Syocin Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"syocin-biotech","Syocin Biotech","canonical_entities.csv","canonical","canonical_base","graphml"
"syocin-biotech","Syocin Biotech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"syocin-biotech","Syocin Biotech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"tech","@Tech","canonical_entities.csv","canonical","canonical_base","graphml"
"tech","@Tech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"techstars","Techstars","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"techstars","Techstars","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"techstars","Techstars","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Extracted from graph strings"
"TELL","TELL","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"TELL","TELL","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"tensor-care","Tensor Care","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"tensor-care","Tensor Care","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"teramot","Teramot","canonical_entities.csv","canonical","canonical_base","graphml"
"teramot","Teramot","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"tesabio-ai","Tesabio.ai","canonical_entities.csv","canonical","canonical_base","graphml"
"tesabio-ai","Tesabio.ai","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"the-earth-says","The Earth Says","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"the-earth-says","The Earth Says","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"the-ganesha-lab","The Ganesha Lab","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"the-ganesha-lab","The Ganesha Lab","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"the-yield-lab-latam","The Yield Lab LATAM","canonical_entities.csv","canonical","canonical_base","graphml"
"the-yield-lab-latam","The Yield Lab LATAM","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"thrive","Thrive","canonical_entities.csv","canonical","canonical_base","graphml"
"thrive","Thrive","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Tintte","Tintte","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Tintte","Tintte","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"tissue-dynamics","Tissue Dynamics","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"tissue-dynamics","Tissue Dynamics","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"tomorrow-foods","Tomorrow Foods","canonical_entities.csv","canonical","canonical_base","graphml"
"tomorrow-foods","Tomorrow Foods","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"tomorrow-foods","Tomorrow Foods","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales Universidades Fondos Startups.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"tomorrow-foods","Tomorrow Foods","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"tomorrow-foods","Tomorrow Foods","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"tracestory","Tracestory","canonical_entities.csv","canonical","canonical_base","graphml"
"tracestory","Tracestory","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"TravelX","TravelX","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"TravelX","TravelX","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"trears-biomarkers","Trears Biomarkers","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"trears-biomarkers","Trears Biomarkers","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"trebe-biotech","Trebe Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"trebe-biotech","Trebe Biotech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"ubique-bio","Ubique Bio","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"ubique-bio","Ubique Bio","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"ubique-bio","Ubique Bio","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"ucema","UCEMA","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"ucema","UCEMA","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"ucema","UCEMA","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Extracted from graph strings"
"udesa","UdeSA","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Extracted as UDeSA (Business)"
"unc","Universidad Nacional de Córdoba","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Present in reference image and extracted graph strings"
"uncuyo","Universidad Nacional de Cuyo","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Present in reference image and extracted graph strings"
"UNIBAIO","UNIBAIO","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"UNIBAIO","UNIBAIO","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"universidad-de-buenos-aires","Universidad de Buenos Aires","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"universidad-de-buenos-aires","Universidad de Buenos Aires","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"universidad-de-buenos-aires","Universidad de Buenos Aires","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Prominent hub in reference image and extracted graph strings"
"universidad-nacional-de-asunci","Universidad Nacional de Asunci","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
