"entity_type","entity_id","entity_name","pipeline_state","scope_decision","review_status","quality_band","data_quality_score_10","source_type","source_url","structured_country","capital_edge_count","needs_source","needs_scope_decision","needs_country","needs_quality_upgrade","needs_capital_edge","priority_score"
"startup","alytix","Alytix","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://alytixbiotech.com/","AR","2","False","False","False","False","False","10"
"startup","antarka","Antarka","ready_for_semantic","include","reviewed","medium","7","official_portfolio_profile","https://sosv.com/company/antarka/","UY","2","False","False","False","False","False","10"
"startup","apasomics","Apasomics","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.apasomics.com/","CR","2","False","False","False","False","False","10"
"startup","apexzymes","APEXzymes","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://apexzymes.com/","BR","2","False","False","False","False","False","10"
"startup","aquit","Aquit","ready_for_semantic","include","reviewed","medium","7.5","external_profile","https://www.f6s.com/company/aquit","CL","3","False","False","False","False","False","10"
"startup","ardan","Ardan","ready_for_semantic","include","reviewed","medium","7","official_website","https://ardan-pharma.com/","UY/AR","1","False","False","False","False","False","10"
"startup","argentag","ArgenTAG","ready_for_semantic","include","reviewed","medium","8","official_company_profile","https://sosv.com/company/argentag/","AR","6","False","False","False","False","False","10"
"startup","arqlite","Arqlite","ready_for_semantic","include","reviewed","medium","7.5","secondary_public_profile","https://curbwaste.com/company-profiles-network/arqlite","AR/US","1","False","False","False","False","False","10"
"startup","avatar_medtech","AVaTAR MedTech","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR/US","1","False","False","False","False","False","10"
"startup","ayuvant","Ayuvant","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.ayuvant.com/","NL","3","False","False","False","False","False","10"
"startup","beeflow","Beeflow","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.beeflow.com/about-us","US/AR","3","False","False","False","False","False","10"
"startup","bioblends","BioBlends","ready_for_semantic","include","reviewed","medium","8","official_public_profile","https://cancilleria.gob.ar/en/new-technologies/next-form-argentine/bioblends","AR","2","False","False","False","False","False","10"
"startup","biocle","BioCl","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","1","False","False","False","False","False","10"
"startup","bioheuris","Bioheuris","ready_for_semantic","include","reviewed","medium","8","official_website","https://bioheuris.com/aboutus","AR/US","1","False","False","False","False","False","10"
"startup","biometallum","BioMetallum","ready_for_semantic","include","reviewed","medium","8","official_website","https://bio-metallum.com/","AR","2","False","False","False","False","False","10"
"startup","bioplaster_research_inc","BioPlaster Research Inc","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.bioplaster-research.com/english/about-us","MX","1","False","False","False","False","False","10"
"startup","bioplastix","Bioplastix","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://bio-plastix.com/","AR/MX","2","False","False","False","False","False","10"
"startup","bioseek","Bioseek","ready_for_semantic","include","reviewed","medium","7","secondary_public_profile","https://www.f6s.com/company/bioseek","BR","1","False","False","False","False","False","10"
"startup","biotalife","Biotalife","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.biotalife.com/","BR","2","False","False","False","False","False","10"
"startup","bitgenia","Bitgenia","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.bitgenia.com/nosotros/","AR","2","False","False","False","False","False","10"
"startup","brain_ag","Brain.ag","source_backed_seeded","include","seeded","medium","7.5","public_profile","https://www.linkedin.com/company/brain-agriculture","BR","1","False","False","False","False","False","10"
"startup","break_pet","BreakPET","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","bug_agentes_biologicos","BUG Agentes Biologicos","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://spventures.com.br/portfolio/","BR","1","False","False","False","False","False","10"
"startup","bybug","ByBug","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","calfix","Calfix","source_backed_seeded","include","seeded","medium","7","public_company_profile","https://www.linkedin.com/company/calfix-bio","AR","1","False","False","False","False","False","10"
"startup","calice","Calice","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://calice.ai/eng/","AR","1","False","False","False","False","False","10"
"startup","caligenia","Caligenia","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","cellco","CellCo","ready_for_semantic","include","reviewed","","","linkedin_company_profile","https://www.linkedin.com/company/the-cellco","US/AR","1","False","False","False","False","False","10"
"startup","cellrep","CellRep","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://cellrep.bio/about-us/","AR","2","False","False","False","False","False","10"
"startup","cellva","Cellva","ready_for_semantic","include","reviewed","medium","8","official_website","https://cellva.com/","BR","1","False","False","False","False","False","10"
"startup","circa_therapeutics","Circa Therapeutics","ready_for_semantic","include","reviewed","medium","8","official_website","https://circatherapeutics.com/","AE/AR","1","False","False","False","False","False","10"
"startup","circclo","CIRCCLO","source_backed_seeded","include","seeded","medium","8","candidate_website_from_user_csv","https://circclo.com","AR","2","False","False","False","False","False","10"
"startup","courageous_land","Courageous Land","source_backed_seeded","include","seeded","medium","8","candidate_website_from_user_csv","https://courageousland.com","BR","1","False","False","False","False","False","10"
"startup","cryosmetics","Cryosmetics","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","cyanomin","CyanoMin","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","cytbac","Cytbac","source_backed_seeded","include","seeded","medium","7","external_profile","https://wiselatinamerica.com/Proyecto_Detalle.aspx?proyecto_id=1064","AR","1","False","False","False","False","False","10"
"startup","decoy","Decoy","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://spventures.com.br/categorias-portfolio/alternative-inputs-biologicals/","BR","1","False","False","False","False","False","10"
"startup","delee","Delee","source_backed_seeded","include","seeded","","","official_portfolio_profile","https://theganeshalab.com/startup/delee/","MX","1","False","False","False","False","False","10"
"startup","einsted","Einsted","ready_for_semantic","include","reviewed","medium","8","official_website","https://einsted.bio/","AR","2","False","False","False","False","False","10"
"startup","eiwa","Eiwa","ready_for_semantic","include","reviewed","medium","8","official_website","https://eiwa.ag/en/about-us/","AR","2","False","False","False","False","False","10"
"startup","elytron_biotech","Elytron Biotech","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.elytronbiotech.com/?lang=en","AR","2","False","False","False","False","False","10"
"startup","embryoxite","Embryoxite","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","enteria","Enteria","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","enzyva","Enzyva","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.enzyvo.com/about","BR","1","False","False","False","False","False","10"
"startup","epiliquid","Epiliquid","ready_for_semantic","include","reviewed","medium","7.5","public_company_profile","https://ar.linkedin.com/company/epiliquid","AR","3","False","False","False","False","False","10"
"startup","ergo_bioscience","Ergo Bioscience","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.ergobiotech.com/who-we-are","AR","1","False","False","False","False","False","10"
"startup","erural","Erural","source_backed_seeded","include","seeded","medium","7","external_profile","https://www.f6s.com/company/erural","BR","1","False","False","False","False","False","10"
"startup","exomas","Exomas","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.exomas.co/","AR","2","False","False","False","False","False","10"
"startup","eywa_biotech","Eywa Biotech","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.eywa.bio/","AR","1","False","False","False","False","False","10"
"startup","fecundis","Fecundis","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.fecundis.com/","AR","2","False","False","False","False","False","10"
"startup","feedvax","Feedvax","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.feedvax.com/","US/AR","1","False","False","False","False","False","10"
"startup","food4you","Food4You","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","1","False","False","False","False","False","10"
"startup","frizata","Frizata","source_backed_seeded","include","seeded","medium","7.5","external_profile","https://www.f6s.com/frizata","AR/BR","1","False","False","False","False","False","10"
"startup","gameet","Gameet","ready_for_semantic","include","reviewed","medium","7","official_website","https://www.gameet.life/","AR","2","False","False","False","False","False","10"
"startup","genotyping","Genotyping","source_backed_seeded","include","seeded","medium","8","secondary_public_profile","https://genotyping.com.br/testes-geneticos-estao-mais-acessiveis-no-brasil/","BR","1","False","False","False","False","False","10"
"startup","geoprot","Geoprot","source_backed_seeded","include","seeded","medium","8","candidate_website_from_user_csv","https://geoprot.bio","AR","2","False","False","False","False","False","10"
"startup","gigablue","Gigablue","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.gigablue.co/about","AR","1","False","False","False","False","False","10"
"startup","glycox","GlycoX","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.glycox.bio/","AR","2","False","False","False","False","False","10"
"startup","goflux","goFlux","ready_for_semantic","include","reviewed","medium","8","official_website","https://goflux.com.br/","BR","1","False","False","False","False","False","10"
"startup","heartbest","Heartbest","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://theyieldlablatam.com/companies/heartbest/","MX","1","False","False","False","False","False","10"
"startup","horus_aeronaves","Horus Aeronaves","source_backed_seeded","include","seeded","medium","7.5","secondary_public_profile","https://www.lavca.org/sp-ventures-invests-r3m-in-horus-aeronaves-em-portugues/","BR","1","False","False","False","False","False","10"
"startup","imvalv","Imvalv","source_backed_seeded","include","seeded","medium","8","candidate_website_from_user_csv","https://imvalv.com","AR","1","False","False","False","False","False","10"
"startup","inbioar","Inbioar","ready_for_semantic","include","reviewed","medium","8","official_website","https://inbioar.com/","AR","1","False","False","False","False","False","10"
"startup","infira","Infira","ready_for_semantic","include","reviewed","medium","7","public_company_profile","https://ar.linkedin.com/company/infira","AR","1","False","False","False","False","False","10"
"startup","inmet","INMET","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://sf500.com.ar/","AR","2","False","False","False","False","False","10"
"startup","innovai","Innovai","source_backed_seeded","include","seeded","","","official_portfolio_profile","https://theganeshalab.com/startup/innovai/","CL","1","False","False","False","False","False","10"
"startup","invitrall","Invitrall","ready_for_semantic","include","reviewed","medium","7","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","kresko_rnatech","Kresko RNAtech","ready_for_semantic","include","reviewed","medium","8","official_company_profile","https://sosv.com/company/kresko-rnatech/","AR/US","1","False","False","False","False","False","10"
"startup","laurus","Laurus","ready_for_semantic","include","reviewed","medium","8","official_website","https://laurus.bio/about-us/","AR","1","False","False","False","False","False","10"
"startup","levya","Levya","ready_for_semantic","include","reviewed","medium","7","official_website","https://levyabio.com/","AR","1","False","False","False","False","False","10"
"startup","libera","Libera","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://sf500.com.ar/","AR","2","False","False","False","False","False","10"
"startup","lipock","Lipock","ready_for_semantic","include","reviewed","medium","7","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","1","False","False","False","False","False","10"
"startup","logshare","LogShare","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.logshare.com.br/embarcadores?lang=en","BR","1","False","False","False","False","False","10"
"startup","m4life","M4Life","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://sf500.com.ar/","AR","2","False","False","False","False","False","10"
"startup","mavios","Mavios","ready_for_semantic","include","reviewed","medium","8","official_website","https://mavios.ai/","AR","1","False","False","False","False","False","10"
"startup","microin","MicroIN","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","microterra","MicroTerra","ready_for_semantic","include","reviewed","medium","8","official_company_profile","https://sosv.com/company/microterra/","MX","2","False","False","False","False","False","10"
"startup","moss","Moss","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://spventures.com.br/portfolio/","BR","1","False","False","False","False","False","10"
"startup","muta","MUTA","ready_for_semantic","include","reviewed","medium","8","external_profile","https://www.f6s.com/company/muta-world","CO","1","False","False","False","False","False","10"
"startup","mzp","MZP","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://www.f6s.com/company/mzp","AR","2","False","False","False","False","False","10"
"startup","nairotech","Nairotech","source_backed_seeded","include","seeded","medium","7","external_company_profile","https://connectamericas.com/es/company/nairotech-desarrollo-e-innovacion-sa","AR","1","False","False","False","False","False","10"
"startup","nanojump_bio","Nano Jump Bio","ready_for_semantic","include","reviewed","medium","7","official_portfolio_profile","https://es.gridexponential.com/project-tag/tools","AR","1","False","False","False","False","False","10"
"startup","nanogrow_biotech","Nanogrow Biotech","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.nanogrowbiotech.com/","BR","1","False","False","False","False","False","10"
"startup","nanoprox","NanoproX","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.nanoprox.com/","AR","1","False","False","False","False","False","10"
"startup","nanotransfer","Nanotransfer","ready_for_semantic","include","reviewed","medium","8","official_website","https://nanotransfer.bio/","AR","3","False","False","False","False","False","10"
"startup","naturannova","Naturannova","ready_for_semantic","include","reviewed","medium","8","official_website","https://naturannova.com/","CL","2","False","False","False","False","False","10"
"startup","neocell","Neocell","ready_for_semantic","include","reviewed","medium","8","official_website","https://neocellbiotech.com/","AR","1","False","False","False","False","False","10"
"startup","new_organs_biotech","New Organs Biotech","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","1","False","False","False","False","False","10"
"startup","nexxto","Nexxto","source_backed_seeded","include","seeded","medium","7.5","external_profile","https://www.f6s.com/company/nexxto","BR","1","False","False","False","False","False","10"
"startup","nideport","Nideport","source_backed_seeded","include","seeded","medium","7.5","candidate_website_from_user_csv","https://nideport.com","AR","2","False","False","False","False","False","10"
"startup","nilus","Nilus","source_backed_seeded","include","seeded","medium","7.5","official_portfolio_profile","https://newtopia.vc/portfolio/","AR/LatAm","1","False","False","False","False","False","10"
"startup","notfossil","NotFossil","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://sf500.com.ar/","AR","2","False","False","False","False","False","10"
"startup","nude","Nude","ready_for_semantic","include","reviewed","medium","8","official_website","https://heynude.com.br/","BR","1","False","False","False","False","False","10"
"startup","ocular_bio_design","Ocular Bio Design","ready_for_semantic","include","reviewed","medium","8","official_public_profile","https://conecta.tec.mx/en/news/national/entrepreneurs/how-tec-community-develops-solutions-social-purpose-and-science","AR","1","False","False","False","False","False","10"
"startup","outpost","Outpost","ready_for_semantic","include","reviewed","medium","7","official_website","https://www.outpost.bio/","US/AR","1","False","False","False","False","False","10"
"startup","pepton","Pepton","source_backed_seeded","include","seeded","medium","7","external_news_profile","https://cites-gss.com/en/alianza-estrategica-con-uovo-para-impulsar-pepton-y-revolucionar-la-biotecnologia-en-argentina/","AR","1","False","False","False","False","False","10"
"startup","phylumtech","PhylumTech","ready_for_semantic","include","reviewed","medium","7","official_website","https://www.phylumtech.com/home/en/company/","AR","1","False","False","False","False","False","10"
"startup","plamic","Plamic","source_backed_seeded","include","seeded","medium","8","candidate_website_from_user_csv","https://plamic.bio","AR","1","False","False","False","False","False","10"
"startup","poas_bioenergy","Poás Bioenergy","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.poasbioenergy.com/","CR","1","False","False","False","False","False","10"
"startup","polymera","POLYMERA","ready_for_semantic","include","reviewed","medium","7","public_company_profile","https://www.linkedin.com/company/polymera","UY","2","False","False","False","False","False","10"
"startup","pregen","PreGen","ready_for_semantic","include","reviewed","medium","8","official_public_profile","https://www.linkedin.com/posts/grid-exponential_gridx-activity-7381742354665381888-Gp0R","AR","1","False","False","False","False","False","10"
"startup","protiva","Protiva","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.protiva.bio/","CL","2","False","False","False","False","False","10"
"startup","qnity","Qnity","source_backed_seeded","include","seeded","medium","8","linkedin_company_profile","https://www.linkedin.com/company/qnity","AR","2","False","False","False","False","False","10"
"startup","radbio","Radbio","ready_for_semantic","include","reviewed","medium","8","official_website","https://radbiopharm.com/","AR","2","False","False","False","False","False","10"
"startup","radial","Radial","ready_for_semantic","include","reviewed","medium","8","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","2","False","False","False","False","False","10"
"startup","resistia","Resistia","ready_for_semantic","include","reviewed","medium","7","public_company_profile","https://www.linkedin.com/company/resistia","AR","1","False","False","False","False","False","10"
"startup","ruuts","Ruuts","ready_for_semantic","include","reviewed","medium","8","official_website","https://ruuts.la/","CL","3","False","False","False","False","False","10"
"startup","satellogic","Satellogic","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://satellogic.com/earth-observation/environment-climate/","AR/UY","3","False","False","False","False","False","10"
"startup","sciphage","SciPhage","source_backed_seeded","include","seeded","","","official_portfolio_profile","https://theganeshalab.com/startup/sciphage/","CO","1","False","False","False","False","False","10"
"startup","scitherm_therapeutics","Scitherm Therapeutics","ready_for_semantic","include","reviewed","medium","8","official_website","https://scitherm.bio/","MX/US","1","False","False","False","False","False","10"
"startup","semion","Semion","ready_for_semantic","include","reviewed","medium","8","official_website","https://semionbio.com/","AR","2","False","False","False","False","False","10"
"startup","sensify","Sensify","ready_for_semantic","include","reviewed","medium","7","official_public_profile","https://cancilleria.gob.ar/en/new-technologies/next-from-argentina-en/sensify","AR","2","False","False","False","False","False","10"
"startup","siloreal","SiloReal","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.siloreal.com/en/","AR","3","False","False","False","False","False","10"
"startup","single_strand_biotech","Single Strand Biotech","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.singlestrand.com/","AR","1","False","False","False","False","False","10"
"startup","solfium","Solfium","ready_for_semantic","include","reviewed","medium","7","official_website","https://solfium.com/en/","MX/AR","1","False","False","False","False","False","10"
"startup","soygreen","SoyGREEN","source_backed_seeded","include","seeded","medium","7.5","candidate_website_from_user_csv","https://soygreen.com.ar","AR","2","False","False","False","False","False","10"
"startup","speclab","SpecLab","source_backed_seeded","include","seeded","medium","7.5","secondary_public_profile","https://www.crunchbase.com/organization/speclab","BR","1","False","False","False","False","False","10"
"startup","spherebio","SphereBio","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.spherebio.co/","AR","2","False","False","False","False","False","10"
"startup","sylvarum","Sylvarum","source_backed_seeded","include","seeded","medium","8","candidate_website_from_user_csv","https://sylvarum.com","AR","3","False","False","False","False","False","10"
"startup","tell","Tell","source_backed_seeded","include","seeded","medium","8","official_portfolio_profile","https://theganeshalab.com/startup/tell/","AR","3","False","False","False","False","False","10"
"startup","tesabio_ai","Tesabio.ai","ready_for_semantic","include","reviewed","medium","7.5","official_website","https://www.tesabio.ai/","AR","1","False","False","False","False","False","10"
"startup","tintte","Tintte","ready_for_semantic","include","reviewed","medium","7","official_public_profile","https://cancilleria.gob.ar/en/new-technologies/next-form-argentine/tintte","AR","2","False","False","False","False","False","10"
"startup","tracestory","Tracestory","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.tracestory.com/en/home","AR/US","1","False","False","False","False","False","10"
"startup","untech","UnTech","source_backed_seeded","include","seeded","medium","8","candidate_website_from_user_csv","https://untech.bio","AR","1","False","False","False","False","False","10"
"startup","updairy","Updairy","source_backed_seeded","include","seeded","medium","8","candidate_website_from_user_csv","https://updairy.com","SG/AR","2","False","False","False","False","False","10"
"startup","viewmind","ViewMind","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.viewmind.com/about/","AR/US","2","False","False","False","False","False","10"
"startup","wiagro","Wiagro","ready_for_semantic","include","reviewed","medium","8","official_website","https://www.wiagro.com/","AR","1","False","False","False","False","False","10"
"startup","aegro","Aegro","ready_for_semantic","include","reviewed","high","8.5","official_website","https://aegro.com.br/","BR","1","False","False","False","False","False","5"
"startup","agrojusto","Agrojusto","ready_for_semantic","include","reviewed","high","8.5","official_website","https://agrojustoinc.com/","AR","3","False","False","False","False","False","5"
"startup","arado","Arado","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.sobre.arado.com.br/","BR","1","False","False","False","False","False","5"
"startup","arakion","Arakion","ready_for_semantic","include","reviewed","high","8.5","official_portfolio_profile","https://www.gridexponential.com/portfolio","AR","1","False","False","False","False","False","5"
"startup","auravant","Auravant","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.auravant.com/en/about-us/","AR","2","False","False","False","False","False","5"
"startup","bioeutectics","Bioeutectics","source_backed_seeded","include","seeded","high","8.5","official_website","https://www.bioeutectics.com/","AR/US","2","False","False","False","False","False","5"
"startup","biosynaptica","BioSynaptica","ready_for_semantic","include","reviewed","high","8.5","official_website","https://biosynaptica.com/","AR","1","False","False","False","False","False","5"
"startup","cell_farm","Cell Farm","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.cell.farm/","AR","1","False","False","False","False","False","5"
"startup","deepagro","DeepAgro","source_backed_seeded","include","seeded","high","9","official_website","https://www.deepagro.com/","AR","2","False","False","False","False","False","5"
"startup","eiru","Eirú","source_backed_seeded","include","seeded","high","8.5","official_portfolio_profile","https://sf500.com.ar/","AR","3","False","False","False","False","False","5"
"startup","HIAMET","HIAMET","source_backed_seeded","include","seeded","high","8.5","candidate_website_from_user_csv","https://hiamet.com","AR","2","False","False","False","False","False","5"
"startup","huiro","Huiro","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.huiroregenerativo.com/en","CL","2","False","False","False","False","False","5"
"startup","imeve","Imeve","ready_for_semantic","include","reviewed","high","8.5","official_website","https://imeve.com.br/en/about-us","BR","1","False","False","False","False","False","5"
"startup","inceres","InCeres","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.inceres.com.br/","BR","1","False","False","False","False","False","5"
"startup","kigui","Kigüi","ready_for_semantic","include","reviewed","high","8.5","official_website","https://kigui.io/en/","MX/AR","3","False","False","False","False","False","5"
"startup","kilimo","Kilimo","source_backed_seeded","include","seeded","high","9","official_website","https://kilimo.com/en/about-us/","AR","4","False","False","False","False","False","5"
"startup","leaf","Leaf","ready_for_semantic","include","reviewed","high","8.5","official_website","https://withleaf.io/","US/BR","1","False","False","False","False","False","5"
"startup","magnamed","Magnamed","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.inovacoesmagnamed.com.br/company","BR","1","False","False","False","False","False","5"
"startup","michroma","Michroma","source_backed_seeded","include","seeded","high","9","official_website","https://www.michroma.co/who-we-are","AR/US","3","False","False","False","False","False","5"
"startup","microgenesis","Microgenesis","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.microgenesis.net/","AR/US","3","False","False","False","False","False","5"
"startup","migma","MIGMA","source_backed_seeded","include","seeded","high","8.5","linkedin_company_profile","https://ar.linkedin.com/company/migma-co","AR","2","False","False","False","False","False","5"
"startup","nanoingreen","Nanoingreen","source_backed_seeded","include","seeded","high","8.5","candidate_website_from_user_csv","https://nanoingreen.com","AR","2","False","False","False","False","False","5"
"startup","nat4bio","Nat4Bio","ready_for_semantic","include","reviewed","high","8.5","official_company_profile","https://sosv.com/company/nat4bio/","AR","3","False","False","False","False","False","5"
"startup","oncoliq","Oncoliq","source_backed_seeded","include","seeded","high","8.5","official_portfolio_profile","https://sf500.com.ar/","AR","3","False","False","False","False","False","5"
"startup","promip","Promip","ready_for_semantic","include","reviewed","high","9","official_website","https://promip.agr.br/institucional/","BR","1","False","False","False","False","False","5"
"startup","seedmatriz","SeedMatriz","ready_for_semantic","include","reviewed","high","8.5","official_website","https://seedmatriz.com/en/","AR","1","False","False","False","False","False","5"
"startup","seedz","Seedz","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.seedz.ag/","BR","1","False","False","False","False","False","5"
"startup","sette","Sette","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.sette.ag/","BR","1","False","False","False","False","False","5"
"startup","splight","Splight","ready_for_semantic","include","reviewed","high","8.5","official_website","https://content.splight-ai.com/blog/ai-powered-grids-the-future-of-efficient-renewable-energy","US/AR","2","False","False","False","False","False","5"
"startup","stamm","Stämm","source_backed_seeded","include","seeded","high","9","official_website","https://www.stamm.bio/about-us","AR","3","False","False","False","False","False","5"
"startup","terramagna","TerraMagna","ready_for_semantic","include","reviewed","high","8.5","official_website","https://terramagna.com.br/","BR","1","False","False","False","False","False","5"
"startup","traive","Traive","ready_for_semantic","include","reviewed","high","8.5","official_website","https://traive.com.br/en/","BR","1","False","False","False","False","False","5"
"startup","um_grau_e_meio","Um Grau e Meio","ready_for_semantic","include","reviewed","high","8.5","official_portfolio_profile","https://theyieldlablatam.com/companies/um-grau-e-meio/","BR","1","False","False","False","False","False","5"
"startup","unibaio","Unibaio","ready_for_semantic","include","reviewed","high","8.5","official_company_profile","https://sosv.com/company/unibaio/","AR","4","False","False","False","False","False","5"
"startup","waterplan","Waterplan","ready_for_semantic","include","reviewed","high","8.5","official_website","https://www.waterplan.com/","AR/US","1","False","False","False","False","False","5"
"startup","zoomagri","ZoomAgri","ready_for_semantic","include","reviewed","high","8.5","official_website","https://zoomagri.com/en/home/","AR/ES","1","False","False","False","False","False","5"
"startup","abastra","AbAstra","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.abastra.com/","AR","1","False","False","False","False","False","0"
"startup","aerialoop","Aerialoop","exclude_confirmed","exclude","reviewed","medium","7","official_website","https://www.aerialoop.com/","EC/US","1","False","False","False","False","False","0"
"startup","altscore","Altscore","exclude_confirmed","exclude","reviewed","fragile","6","official_website","https://www.altscore.ai/","","1","False","False","False","False","False","0"
"startup","arcus","Arcus","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.arcus.co/","","0","False","False","False","False","False","0"
"startup","axenya","Axenya","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://axenya.com/","","0","False","False","False","False","False","0"
"startup","bacu","BACU","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.bacu.co/","","1","False","False","False","False","False","0"
"startup","bekeu","Bekeu","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.bekeu.com/","","0","False","False","False","False","False","0"
"startup","betterfly","Betterfly","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://betterfly.com/en/about-betterfly/","","0","False","False","False","False","False","0"
"startup","blerify","Blerify","exclude_confirmed","exclude","reviewed","medium","7.5","official_website","https://blerify.com/es/","AR/US","1","False","False","False","False","False","0"
"startup","chazki","Chazki","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.chazki.com/","","0","False","False","False","False","False","0"
"startup","circular","Circular","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://circular.com","AR","1","False","False","False","False","False","0"
"startup","clover","Clover","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.clover.com.ar/","US/AR","1","False","False","False","False","False","0"
"startup","conciencia","Conciencia","ready_for_analysis","exclude","seeded","medium","8","candidate_website_from_user_csv","https://conciencia.education","AR","3","False","False","False","False","False","0"
"startup","concil","Concil","exclude_confirmed","exclude","reviewed","medium","8","official_portfolio_profile","https://www.spventures.com.br/","BR","1","False","False","False","False","False","0"
"startup","crinsurance","CRInsurance","ready_for_analysis","exclude","seeded","medium","8","candidate_website_from_user_csv","https://crinsurance.com.br","AR","2","False","False","False","False","False","0"
"startup","dynami","Dynami","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.dynami.ai/","","2","False","False","False","False","False","0"
