"fund_id","fund_name","startup_id","startup_name","startup_source_url","startup_source_type","observation_class","edge_source_file","edge_confidence","in_master","master_scope_decision","master_scope_status","macro_theme","structured_country","data_quality_score_10"
"GridX","GridX","levya","Levya","https://levyabio.com/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","food biotech and novel ingredients","AR","8.5"
"GridX","GridX","lipock","Lipock","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"GridX","GridX","mavios","Mavios","https://mavios.ai/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","biomanufacturing and bioindustrial platforms","AR","8.5"
"GridX","GridX","michroma","Michroma","https://www.michroma.co/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","food biotech and novel ingredients","AR/US","9"
"GridX","GridX","microgenesis","Microgenesis","https://www.microgenesis.net/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","diagnostics and medtech","AR/US","9"
"GridX","GridX","microin","MicroIN","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","ag biologicals and crop resilience","AR","8.5"
"GridX","GridX","migma","MIGMA","https://ar.linkedin.com/company/migma-co","linkedin_company_profile","historical_graph","edgeseco.csv","0.95","True","include","confirmed","food biotech and novel ingredients","AR","8"
"GridX","GridX","monte-caldera-technology","Monte Caldera Technology","https://montecaldera.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","biobased chemistry and advanced materials","CL","8"
"GridX","GridX","mzp","MZP","https://www.f6s.com/company/mzp","external_profile","historical_graph","edgeseco.csv","0.95","True","include","confirmed","diagnostics and medtech","AR","8"
"GridX","GridX","nanojump_bio","Nano Jump Bio","https://es.gridexponential.com/project-tag/tools","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","diagnostics and medtech","AR","8"
"GridX","GridX","nanogrow_biotech","Nanogrow Biotech","https://www.nanogrowbiotech.com/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","therapeutics and regenerative medicine","BR","8"
"GridX","GridX","nanoingreen","Nanoingreen","https://www.nanoingreen.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","biobased chemistry and advanced materials","AR","9"
"GridX","GridX","nanoprox","NanoproX","https://www.nanoprox.com/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","diagnostics and medtech","AR","8"
"GridX","GridX","nanotransfer","Nanotransfer","https://nanotransfer.bio/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"GridX","GridX","nat4bio","Nat4Bio","https://www.nat4bio.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","food biotech and novel ingredients","AR","9"
"GridX","GridX","naturannova","Naturannova","https://naturannova.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","food biotech and novel ingredients","CL","8.5"
"GridX","GridX","neocell","Neocell","https://neocellbiotech.com/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","biomanufacturing and bioindustrial platforms","AR","8.5"
"GridX","GridX","new_organs_biotech","New Organs Biotech","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"GridX","GridX","nunatak_biotech","Nunatak Biotech","https://www.nunatakbio.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","ag biologicals and crop resilience","AR","8.5"
"GridX","GridX","ocular_bio_design","Ocular Bio Design","https://conecta.tec.mx/en/news/national/entrepreneurs/how-tec-community-develops-solutions-social-purpose-and-science","official_public_profile","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"GridX","GridX","onco_precision","Onco Precision","https://www.oncoprecision.bio/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","therapeutics and regenerative medicine","US/AR","8.5"
