"fund_id","fund_name","startup_id","startup_name","startup_source_url","startup_source_type","observation_class","edge_source_file","edge_confidence","in_master","master_scope_decision","master_scope_status","macro_theme","structured_country","data_quality_score_10"
"AIR Capital","AIR Capital","epiliquid","Epiliquid","https://ar.linkedin.com/company/epiliquid","public_company_profile","public_profile","https://www.aircapital.vc/portfolio","0.95","True","include","confirmed","diagnostics and medtech","AR","8"
"AIR Capital","AIR Capital","ergo_foods","Ergo Foods","https://www.ergobiotech.com/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","food biotech and novel ingredients","AR","8"
"AIR Capital","AIR Capital","ethos","Ethos","https://www.ethos.vc/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","exclude","confirmed","peripheral or non-core digital ventures","US/Latam","9"
"AIR Capital","AIR Capital","gigablue","Gigablue","https://www.gigablue.co/about","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","climate, energy and resource systems","AR","8.5"
"AIR Capital","AIR Capital","inner_cosmos","Inner Cosmos","https://innercosmos.ai/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","therapeutics and regenerative medicine","US","8.5"
"AIR Capital","AIR Capital","laurus","Laurus","https://laurus.bio/about-us/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","biomanufacturing and bioindustrial platforms","AR","8.5"
"AIR Capital","AIR Capital","lemon","Lemon","","manual_public_signal","public_profile","https://www.aircapital.vc/portfolio","0.96","True","exclude","provisional","peripheral or non-core digital ventures","AR","9.5"
"AIR Capital","AIR Capital","menta_tickets","Menta Tickets","","portfolio_or_official_override","public_profile","https://www.aircapital.vc/portfolio","0.96","True","exclude","provisional","peripheral or non-core digital ventures","","8"
"AIR Capital","AIR Capital","novo_space","NOVO SPACE","https://www.novo.space/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","exclude","confirmed","frontier hardware and infrastructure systems","AR/US","9"
"AIR Capital","AIR Capital","onco_precision","Onco Precision","https://www.oncoprecision.bio/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","therapeutics and regenerative medicine","US/AR","8.5"
"AIR Capital","AIR Capital","oncoliq","Oncoliq","https://sf500.com.ar/","official_portfolio_profile","official_portfolio","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","diagnostics and medtech","AR","9"
"AIR Capital","AIR Capital","outpost","Outpost","https://www.outpost.bio/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","computational biology and scientific software","US/AR","8"
"AIR Capital","AIR Capital","puna_bio","Puna Bio","https://www.puna.bio/en","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","ag biologicals and crop resilience","AR","9"
"AIR Capital","AIR Capital","satellites_on_fire","Satellites on Fire","https://www.satellitesonfire.com/en","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","climate, energy and resource systems","AR","8.5"
"AIR Capital","AIR Capital","skyloom","Skyloom","https://www.skyloom.co/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","exclude","confirmed","frontier hardware and infrastructure systems","US/AR","9"
"AIR Capital","AIR Capital","starlight_ventures","Starlight Ventures","","portfolio_or_official_override","public_profile","https://www.aircapital.vc/portfolio","0.96","True","exclude","provisional","peripheral or underclassified ventures","","8"
"AIR Capital","AIR Capital","sylvarum","Sylvarum","https://www.sylvarum.co/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","include","confirmed","ag biologicals and crop resilience","AR","8.5"
"AIR Capital","AIR Capital","tissue_dynamics","Tissue Dynamics","https://www.tissuedynamics.com/","official_website","official_public_profile","https://www.aircapital.vc/portfolio","0.96","True","exclude","confirmed","therapeutics and regenerative medicine","IL","9"
"Antom","Antom","agrojusto","Agrojusto","https://agrojustoinc.com/","official_website","official_public_profile","https://www.antom.la/portfolio-projects-en","0.96","True","include","confirmed","precision agriculture and resource intelligence","AR","9"
"Antom","Antom","circclo","CIRCCLO","https://circclo.lacompaniadigital.com/","official_website","official_public_profile","https://www.antom.la/portfolio-projects-en","0.96","True","include","confirmed","climate, energy and resource systems","AR","8"
"Antom","Antom","conciencia","Conciencia","https://conciencia.education","candidate_website_from_user_csv","public_profile","https://www.antom.la/portfolio-projects-en","0.96","True","exclude","confirmed","peripheral or non-core digital ventures","AR","9"
"Antom","Antom","eiru","Eirú","https://sf500.com.ar/","official_portfolio_profile","official_portfolio","https://www.antom.la/portfolio-projects-en","0.96","True","include","confirmed","ag biologicals and crop resilience","AR","9"
"Antom","Antom","huiro","Huiro","https://www.huiroregenerativo.com/en","official_website","official_public_profile","https://www.antom.la/portfolio-projects-en","0.96","True","include","confirmed","climate, energy and resource systems","CL","9"
"Antom","Antom","kigui","Kigüi","https://kigui.io/en/","official_website","official_public_profile","https://www.antom.la/portfolio-projects-en","0.96","True","include","confirmed","climate, energy and resource systems","MX/AR","9"
"Antom","Antom","kilimo","Kilimo","https://kilimo.com/","official_website","official_public_profile","https://www.antom.la/portfolio-projects-en","0.96","True","include","confirmed","climate, energy and resource systems","AR","9"
"Antom","Antom","nideport","Nideport","https://demo.nideport.com/en/blog/first-certified-carbon-credit-project-misiones-argentina","secondary_public_profile","public_profile","https://www.antom.la/portfolio-projects-en","0.96","True","include","confirmed","climate, energy and resource systems","AR","8"
"Antom","Antom","poas_bioenergy","Poás Bioenergy","https://www.poasbioenergy.com/","official_website","official_public_profile","https://www.antom.la/","0.9","True","include","confirmed","climate, energy and resource systems","CR","8"
"Antom","Antom","ruuts","Ruuts","https://ruuts.la/","official_website","official_public_profile","https://www.antom.la/portfolio-projects-en","0.96","True","include","confirmed","climate, energy and resource systems","CL","8"
"Antom","Antom","satellites_on_fire","Satellites on Fire","https://www.satellitesonfire.com/en","official_website","official_public_profile","https://www.antom.la/portfolio-projects-en","0.96","True","include","confirmed","climate, energy and resource systems","AR","8.5"
"chileglobal_ventures","ChileGlobal Ventures","agrourbana","Agrourbana","https://www.agrourbana.ag/alta-agricultura","official_website","official_public_profile","https://chileglobalventures.cl/en/portfolio/agrourbana/","0.96","True","include","confirmed","food biotech and novel ingredients","CL","8"
"chileglobal_ventures","ChileGlobal Ventures","matchetune","Matchetune","https://chileglobalventures.cl/portafolio/matchetune/","official_portfolio_profile","official_portfolio","https://chileglobalventures.cl/portafolio/matchetune/","0.96","True","include","confirmed","food biotech and novel ingredients","CL","8"
"CITES","CITES","abastra","AbAstra","https://www.abastra.com/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","exclude","confirmed","peripheral or non-core digital ventures","AR","9"
"CITES","CITES","ardan","Ardan","https://ardan-pharma.com/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/ardan-en/","0.96","True","include","confirmed","therapeutics and regenerative medicine","UY/AR","8.5"
"CITES","CITES","bioseek","Bioseek","https://www.f6s.com/company/bioseek","secondary_public_profile","public_profile","https://cites-gss.com/en/portfolio/bioseek-2/","0.96","True","include","confirmed","computational biology and scientific software","BR","8"
"CITES","CITES","circa_therapeutics","Circa Therapeutics","https://circatherapeutics.com/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","therapeutics and regenerative medicine","AE/AR","8.5"
"CITES","CITES","clover","Clover","https://www.clover.com.ar/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","exclude","confirmed","peripheral or non-core digital ventures","US/AR","9"
"CITES","CITES","crinsurance","CRInsurance","https://crinsurance.com.br","candidate_website_from_user_csv","public_profile","https://cites-gss.com/en/portfolio/","0.96","True","exclude","confirmed","peripheral or non-core digital ventures","AR","9"
"CITES","CITES","eolo_pharma","Eolo Pharma","https://eolo-pharma.com/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","therapeutics and regenerative medicine","UY","8.5"
"CITES","CITES","epiliquid","Epiliquid","https://ar.linkedin.com/company/epiliquid","public_company_profile","public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","diagnostics and medtech","AR","8"
"CITES","CITES","ergo_bioscience","Ergo Bioscience","https://www.ergobiotech.com/who-we-are","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","food biotech and novel ingredients","AR","8.5"
"CITES","CITES","imvalv","Imvalv","https://home.imvalv.com/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","diagnostics and medtech","AR","8.5"
"CITES","CITES","limay_biosciences","Limay Biosciences","https://cancilleria.gob.ar/en/new-technologies/next-from-argentina-en/limay-biosciences","institutional_public_source","public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","diagnostics and medtech","AR","8.5"
"CITES","CITES","pepton","Pepton","https://cites-gss.com/en/alianza-estrategica-con-uovo-para-impulsar-pepton-y-revolucionar-la-biotecnologia-en-argentina/","external_news_profile","public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"CITES","CITES","phylumtech","PhylumTech","https://www.phylumtech.com/home/en/company/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","computational biology and scientific software","AR","8.5"
"CITES","CITES","radbio","Radbio","https://radbiopharm.com/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"CITES","CITES","single_strand_biotech","Single Strand Biotech","https://www.singlestrand.com/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","therapeutics and regenerative medicine","AR","8"
"CITES","CITES","stradot","Stradot","https://www.crunchbase.com/organization/stradot","external_profile","public_profile","https://cites-gss.com/en/portfolio/","0.96","True","exclude","confirmed","peripheral or non-core digital ventures","FR/AR","9"
"CITES","CITES","teramot","Teramot","https://www.linkedin.com/company/teramot","linkedin_company_profile","public_profile","https://cites-gss.com/en/portfolio/","0.96","True","exclude","confirmed","peripheral or non-core digital ventures","AR","8.5"
"CITES","CITES","viewmind","ViewMind","https://www.viewmind.com/about/","official_website","official_public_profile","https://cites-gss.com/en/portfolio/","0.96","True","include","confirmed","diagnostics and medtech","AR/US","8.5"
"DragonesVP","DragonesVP","caspr_biotech","Caspr Biotech","https://sosv.com/company/caspr-biotech/","official_public_profile","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","diagnostics and medtech","CL","8"
"DragonesVP","DragonesVP","satellogic","Satellogic","https://satellogic.com/earth-observation/environment-climate/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","climate, energy and resource systems","AR/UY","8.5"
"DragonesVP","DragonesVP","skyloom","Skyloom","https://www.skyloom.co/","official_website","official_public_profile","edgeseco.csv","0.95","True","exclude","confirmed","frontier hardware and infrastructure systems","US/AR","9"
"DraperCygnus","DraperCygnus","argentag","ArgenTAG","https://www.argentag.com/single-cell-solutions","official_website","official_public_profile","https://www.drapercygnus.vc/startups/argentag","0.96","True","include","confirmed","computational biology and scientific software","AR","8.5"
"DraperCygnus","DraperCygnus","auth0","Auth0","https://auth0.com/","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","confirmed","peripheral or non-core digital ventures","","8.5"
"DraperCygnus","DraperCygnus","ayuvant","Ayuvant","https://www.ayuvant.com/","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","include","confirmed","therapeutics and regenerative medicine","NL","8"
"DraperCygnus","DraperCygnus","dynami","Dynami","https://www.dynami.ai/","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","confirmed","peripheral or non-core digital ventures","","8"
"DraperCygnus","DraperCygnus","egg","Egg","https://www.thecompanycheck.com/company/b/egg/9xjv91mufoaes1t4s","external_profile","public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","confirmed","peripheral or non-core digital ventures","AR","9"
"DraperCygnus","DraperCygnus","falcomm","Falcomm","https://techcrunch.com/startup-battlefield/company/falcomm/","public_company_profile","public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","confirmed","frontier hardware and infrastructure systems","","8"
"DraperCygnus","DraperCygnus","gbm","GBM","https://gbm.com/","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","confirmed","peripheral or non-core digital ventures","MX","9"
"DraperCygnus","DraperCygnus","lemon","Lemon","","manual_public_signal","public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","provisional","peripheral or non-core digital ventures","AR","9.5"
"DraperCygnus","DraperCygnus","mentatech","MentaTech","https://es.linkedin.com/posts/mentatech_partnerspotlight-ticketing-innovation-activity-7389643498267901954-Er8i","public_company_signal","public_profile","https://www.drapercygnus.vc/portfolio","0.9","True","exclude","confirmed","peripheral or non-core digital ventures","AR","9"
"DraperCygnus","DraperCygnus","microterra","MicroTerra","https://sosv.com/company/microterra/","official_company_profile","official_public_profile","https://www.drapercygnus.vc/startups/microterra","0.96","True","include","confirmed","food biotech and novel ingredients","MX","8.5"
"DraperCygnus","DraperCygnus","novo_space","NOVO SPACE","https://www.novo.space/","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","confirmed","frontier hardware and infrastructure systems","AR/US","9"
"DraperCygnus","DraperCygnus","oneinfinite","OneInfinite","https://www.oneinfinite.la/en","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","confirmed","peripheral or non-core digital ventures","AR","8.5"
"DraperCygnus","DraperCygnus","satellites_on_fire","Satellites on Fire","https://www.satellitesonfire.com/en","official_website","official_public_profile","https://www.drapercygnus.vc/startups/satellites-on-fire","0.96","True","include","confirmed","climate, energy and resource systems","AR","8.5"
"DraperCygnus","DraperCygnus","satellogic","Satellogic","https://satellogic.com/earth-observation/environment-climate/","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","include","confirmed","climate, energy and resource systems","AR/UY","8.5"
"DraperCygnus","DraperCygnus","siloreal","SiloReal","https://www.siloreal.com/en/","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","include","confirmed","precision agriculture and resource intelligence","AR","8"
"DraperCygnus","DraperCygnus","skyloom","Skyloom","https://www.skyloom.co/","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","confirmed","frontier hardware and infrastructure systems","US/AR","9"
"DraperCygnus","DraperCygnus","splight","Splight","https://content.splight-ai.com/blog/ai-powered-grids-the-future-of-efficient-renewable-energy","official_website","official_public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","include","confirmed","climate, energy and resource systems","US/AR","9"
"DraperCygnus","DraperCygnus","stamm","Stämm","https://www.stamm.bio/","official_website","official_public_profile","https://www.drapercygnus.vc/startups/stamm","0.96","True","include","confirmed","biomanufacturing and bioindustrial platforms","AR","9"
"DraperCygnus","DraperCygnus","travelx","TravelX","","taxonomy_stub","public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","provisional","peripheral or non-core digital ventures","US/AR","7"
"DraperCygnus","DraperCygnus","vmind","VMind","https://www.f6s.com/company/vmind","public_company_profile","public_profile","https://www.drapercygnus.vc/portfolio","0.95","True","exclude","confirmed","peripheral or non-core digital ventures","","8"
"eatable_adventures","Eatable Adventures","nunatak_biotech","Nunatak Biotech","https://www.nunatakbio.com/","official_website","official_public_profile","https://eatableadventures.com/news/five-startups-set-to-transform-agrifood-innovation-across-spain-and-latin-america/","0.94","True","include","confirmed","ag biologicals and crop resilience","AR","8.5"
"eatable_adventures","Eatable Adventures","sciphage","SciPhage","https://www.f6s.com/company/ciencia-y-tecnologia-de-fagos-sciphage1","external_company_profile","public_profile","https://eatableadventures.com/news/five-startups-set-to-transform-agrifood-innovation-across-spain-and-latin-america/","0.94","True","include","confirmed","ag biologicals and crop resilience","CO","8"
"endurance_28","Endurance 28","biomakers","Biomakers","https://zentynel.com/en/portfolio/","official_portfolio_profile","official_portfolio","https://www.endurance28.com/biomakers/","0.93","True","include","confirmed","diagnostics and medtech","AR/MX/BR","8"
"endurance_28","Endurance 28","oncoliq","Oncoliq","https://sf500.com.ar/","official_portfolio_profile","official_portfolio","https://www.endurance28.com/oncoliq/","0.93","True","include","confirmed","diagnostics and medtech","AR","9"
"glocal","GLOCAL","agrojusto","Agrojusto","https://agrojustoinc.com/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","precision agriculture and resource intelligence","AR","9"
"glocal","GLOCAL","conciencia","Conciencia","https://conciencia.education","candidate_website_from_user_csv","historical_graph","latam_coinvest_network_v3.graphml","0.9","True","exclude","confirmed","peripheral or non-core digital ventures","AR","9"
"glocal","GLOCAL","deepagro","DeepAgro","https://www.deepagro.com/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","precision agriculture and resource intelligence","AR","9"
"glocal","GLOCAL","done_properly","Done Properly","https://www.doneproperly.co/en/home-en/","official_website","official_public_profile","https://www.glocalmanagers.com/pt/startups-2/","0.96","True","include","confirmed","food biotech and novel ingredients","CL","8.5"
"glocal","GLOCAL","eiru","Eirú","https://sf500.com.ar/","official_portfolio_profile","official_portfolio","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","ag biologicals and crop resilience","AR","9"
"glocal","GLOCAL","kilimo","Kilimo","https://kilimo.com/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","climate, energy and resource systems","AR","9"
"glocal","GLOCAL","puna_bio","Puna Bio","https://www.puna.bio/en","official_website","official_public_profile","https://www.glocalmanagers.com/pt/startups-2/","0.96","True","include","confirmed","ag biologicals and crop resilience","AR","9"
"glocal","GLOCAL","ruuts","Ruuts","https://ruuts.la/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","climate, energy and resource systems","CL","8"
"GridX","GridX","algaebio","algaebio+","https://algaebioplus.com/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","food biotech and novel ingredients","AR","8"
"GridX","GridX","algalife","Algalife","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","edgeseco.csv","0.95","True","include","confirmed","biomanufacturing and bioindustrial platforms","AR","8"
"GridX","GridX","alkemio","Alkemio","https://alkemio.tech/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","climate, energy and resource systems","NL/AR","8"
"GridX","GridX","alytix","Alytix","https://alytixbiotech.com/","official_website","official_public_profile","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","therapeutics and regenerative medicine","AR","8"
"GridX","GridX","antarka","Antarka","https://www.antarka.bio/our-science","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","biobased chemistry and advanced materials","UY","8.5"
"GridX","GridX","apasomics","Apasomics","https://www.apasomics.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","therapeutics and regenerative medicine","CR","8.5"
"GridX","GridX","apexzymes","APEXzymes","https://apexzymes.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","biomanufacturing and bioindustrial platforms","BR","8"
"GridX","GridX","aplife_biotech","Aplife Biotech","https://www.aplifebiotech.com/about","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","computational biology and scientific software","BR","8"
"GridX","GridX","aquit","Aquit","https://www.f6s.com/company/aquit","external_profile","historical_graph","edgeseco.csv","0.95","True","include","confirmed","ag biologicals and crop resilience","CL","8.5"
"GridX","GridX","arakion","Arakion","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","ag biologicals and crop resilience","AR","8.5"
"GridX","GridX","argentag","ArgenTAG","https://www.argentag.com/single-cell-solutions","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","computational biology and scientific software","AR","8.5"
"GridX","GridX","avatar_medtech","AVaTAR MedTech","https://www.avatarmedtech.co/","official_website","official_public_profile","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","diagnostics and medtech","AR/US","8.5"
"GridX","GridX","beeflow","Beeflow","https://www.beeflow.com/about-us","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","ag biologicals and crop resilience","US/AR","8.5"
"GridX","GridX","bioblends","BioBlends","https://cancilleria.gob.ar/en/new-technologies/next-form-argentine/bioblends","official_public_profile","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","food biotech and novel ingredients","AR","8.5"
"GridX","GridX","biocle","BioCl","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"GridX","GridX","biodiversity_intelligence","Biodiversity Intelligence","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","climate, energy and resource systems","AR","8"
"GridX","GridX","bioeutectics","Bioeutectics","https://www.bioeutectics.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","biobased chemistry and advanced materials","AR/US","8.5"
"GridX","GridX","bioplaster_research","BioPlaster Research","https://www.bioplaster-research.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","biobased chemistry and advanced materials","MX","8"
"GridX","GridX","bioplaster_research_inc","BioPlaster Research Inc","https://www.bioplaster-research.com/english/about-us","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","biobased chemistry and advanced materials","MX","8"
"GridX","GridX","bioplastix","Bioplastix","https://bio-plastix.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","biobased chemistry and advanced materials","AR/MX","8"
"GridX","GridX","bitgenia","Bitgenia","https://www.bitgenia.com/nosotros/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","computational biology and scientific software","AR","8"
"GridX","GridX","break_pet","BreakPET","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","biobased chemistry and advanced materials","AR","8"
"GridX","GridX","bsafe_biotech","Bsafe Biotech","https://www.bsafebiotech.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","ag biologicals and crop resilience","BR","8"
"GridX","GridX","bybug","ByBug","https://www.bybug.io/tecnologia/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","biomanufacturing and bioindustrial platforms","AR","8"
"GridX","GridX","calfix","Calfix","https://www.linkedin.com/company/calfix-bio","public_company_profile","historical_graph","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","biobased chemistry and advanced materials","AR","8.5"
"GridX","GridX","caligenia","Caligenia","https://www.caligenia.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","ag biologicals and crop resilience","AR","8"
"GridX","GridX","caspr_biotech","Caspr Biotech","https://sosv.com/company/caspr-biotech/","official_public_profile","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","diagnostics and medtech","CL","8"
"GridX","GridX","cell_farm","Cell Farm","https://www.cell.farm/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","food biotech and novel ingredients","AR","9"
"GridX","GridX","cellco","CellCo","https://www.linkedin.com/company/the-cellco","linkedin_company_profile","public_profile","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","therapeutics and regenerative medicine","US/AR","8"
"GridX","GridX","cellrep","CellRep","https://cellrep.bio/about-us/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","therapeutics and regenerative medicine","AR","8"
"GridX","GridX","cryosmetics","Cryosmetics","https://www.cryosmetics.com/piel-microbioma/","official_website","official_public_profile","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","biobased chemistry and advanced materials","AR","8"
"GridX","GridX","cyanomin","CyanoMin","https://www.cyanomin.bio/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","climate, energy and resource systems","AR","8.5"
"GridX","GridX","cytbac","Cytbac","https://wiselatinamerica.com/Proyecto_Detalle.aspx?proyecto_id=1064","external_profile","historical_graph","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"GridX","GridX","dogma_biotech","Dogma Biotech","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","therapeutics and regenerative medicine","CO","8.5"
"GridX","GridX","einsted","Einsted","https://einsted.bio/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","climate, energy and resource systems","AR","8"
"GridX","GridX","elytron_biotech","Elytron Biotech","https://www.elytronbiotech.com/?lang=en","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","biomanufacturing and bioindustrial platforms","AR","8.5"
"GridX","GridX","embryoxite","Embryoxite","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","diagnostics and medtech","AR","8"
"GridX","GridX","enteria","Enteria","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","diagnostics and medtech","AR","8"
"GridX","GridX","enzyva","Enzyva","https://www.enzyvo.com/about","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","biomanufacturing and bioindustrial platforms","BR","8"
"GridX","GridX","eywa_biotech","Eywa Biotech","https://www.eywa.bio/","official_website","official_public_profile","latam_coinvest_network_v3.graphml","0.9","True","include","confirmed","therapeutics and regenerative medicine","AR","8"
"GridX","GridX","fecundis","Fecundis","https://www.fecundis.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"GridX","GridX","feedvax","Feedvax","https://www.feedvax.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","ag biologicals and crop resilience","US/AR","8.5"
"GridX","GridX","food4you","Food4You","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","food biotech and novel ingredients","AR","8"
"GridX","GridX","fungi_life","Fungi Life","https://www.fungilife.net/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","biobased chemistry and advanced materials","AR","8.5"
"GridX","GridX","future_biome","Future Biome","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","food biotech and novel ingredients","AR","8.5"
"GridX","GridX","geoprot","Geoprot","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","computational biology and scientific software","AR","8.5"
"GridX","GridX","gisens_biotech","Gisens Biotech","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","diagnostics and medtech","AR","8.5"
"GridX","GridX","glycox","GlycoX","https://www.glycox.bio/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","food biotech and novel ingredients","AR","8.5"
"GridX","GridX","HIAMET","HIAMET","https://www.hiamet.com/","official_website","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","climate, energy and resource systems","AR","8"
"GridX","GridX","invitrall","Invitrall","https://www.gridexponential.com/portfolio","official_portfolio_profile","official_portfolio","https://www.gridexponential.com/portfolio","0.96","True","include","confirmed","therapeutics and regenerative medicine","AR","8.5"
"GridX","GridX","kresko_rnatech","Kresko RNAtech","https://sosv.com/company/kresko-rnatech/","official_company_profile","official_public_profile","edgeseco.csv","0.95","True","include","confirmed","food biotech and novel ingredients","AR/US","8.5"
