"Source","Target","Type","Weight","RelationType","Confidence","SourceKind","Notes"
"losa-group","st-mm","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"managro","tomorrow-foods","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"nxtp-labs","Auth0","Directed","0.7","funded_by","medium","ecosystem_seed","reference_visual|Seen in reference image cluster"
"nxtp-labs","Satellogic","Directed","0.7","funded_by","medium","ecosystem_seed","reference_visual|Seen in reference image cluster"
"ospraie","Beeflow","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"other-angels","michroma","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"other-small-investors","st-mm","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"other-small-investors","tomorrow-foods","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"paul-mcewan","caspr-biotech","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"peruanos","zev-biotech","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"photon-fund","caspr-biotech","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"SF500","beam-croptech","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Bioeutectics","Directed","0.9","funded_by","high","ecosystem_seed","reference_and_capital_graph|Capital relation seen in current graph stack"
"SF500","BioMetallum","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Biotalife","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","dharma-bioscience","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","eir","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"SF500","Eureka","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Exomas","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Gameet","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","INMET","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Libera","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","limay-biosciences","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","M4Life","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Mesenchyal-T","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","multiplai-health","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","mycorium-biotech","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","NotFossil","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Oncoliq","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","pill-ar","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","SoyGREEN","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Spectrum","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","TELL","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","Tintte","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","trebe-biotech","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","UNIBAIO","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"SF500","zev-biotech","Directed","0.9","funded_by","high","ecosystem_seed","reference_and_capital_graph|Capital relation seen in current graph stack"
"sillicon-catalyst","aplife-biotech","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv","Beeflow","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv","caspr-biotech","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv","microgenesis","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv","st-mm","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"sosv-indiebio","BitMEX","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","Formlabs","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","neptune-robotics","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","NotCo","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","Opentrons","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","prolific-machines","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","Smartex","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"sosv-indiebio","unSpun","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"sp-ventures","puna-bio","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-ganesha-lab","Aictive","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","amplify-dynamics","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Aquit","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","arcomedLab","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","bee-technology","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Bifidice","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Biogea","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","biome-resources","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","bleps-vision","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","botanical-solutions","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","CuperScience","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Delee","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","EcoAustralis","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","eywa-biotech","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Farmtastica","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","GlucoLib","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Innovai","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Luyef","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","metabix-biotech","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Nanotransfer","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Pannex","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","patagon-fiber","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","purple-dental","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Retidiag","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","risas-pendientes","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","SciPhage","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","smart-tissues","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Soleit","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","synergic-bio-solutions","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","TELL","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","tensor-care","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","the-earth-says","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","trears-biomarkers","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","UNIBAIO","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-ganesha-lab","Vali","Directed","0.95","funded_by","0.95","canonical_investment","edgeseco.csv"
"the-yield-lab-latam","agree","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","agroforte","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","auravant","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","circular","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","courageous-land","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","eiwa","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","heartbest","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","tech","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"thrive","syocin-biotech","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"varana-capital","st-mm","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"vectr","Beeflow","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
"vx-fund","st-mm","Directed","0.9","funded_by","0.9","canonical_investment","latam_coinvest_network_v3.graphml"
